187558.47,139393.81,167602.78,138493.02,176858.4,138179.28,142016.28,146057.06,144164.88,141236.19,138554.31,171916.72
"[0.250504, 0.483014, 73.5356, -0.368854, 0.959772]","[1.13555, 0.43024, 73.2197, 0.808371, 0.825522]","[0.250504, 0.0289582, 40.1421, -0.851532, 0.861271]","[1.13555, 0.43024, 73.3448, -0.851532, 0.699088]","[0.711926, 0.245603, 73.7203, -0.208254, 0.304429]","[0.322093, 0.488414, 18.7683, 0.431156, 0.555759]","[0.950943, 0.483014, 73.3448, -0.368854, 0.825673]","[0.997276, 0.301831, 73.2864, 0.613347, 0.912246]","[1.17615, 0.376793, 73.1554, 0.292633, 0.798812]","[1.13555, 0.43024, 40.1421, -1.04191, 0.825673]","[1.0193, 0.508303, 73.3259, -0.0883418, 0.865428]","[0.465535, 0.483014, 73.3448, 0.808371, 0.861271]"
